sample_name	amplicon_number	amplicon_decomposition_class	ecDNA+	BFB+	ecDNA_amplicons	No amp/Invalid	Linear amplification	Trivial cycle	Complex non-cyclic	Complex cyclic	foldback_read_prop	BFB_bwp	Distal_bwp	BFB_cwp	Amp_entropy	Amp_decomp_entropy	Amp_nseg_entropy
ABC1_LUNG	amplicon3	Linear amplification	None detected	None detected	0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	1.9071840437997194	0.2977461313656191	1.6094379124341003
ABC1_LUNG	amplicon4	Cyclic	Positive	None detected	1	0.08277751182810084	0.030583160244659794	0.0	0.31036018159737533	0.5762791463298641	0.23846153846153847	0.423200416360044	0.46929623696568273	1.0	3.776444453378036	1.068394252275826	2.70805020110221
ABC1_LUNG	amplicon5	Complex non-cyclic	None detected	None detected	0	0.0	0.05173210820036044	0.0	0.9482678917996396	0.0	0	0	0	0	2.5666261087407345	0.36940153140451504	2.1972245773362196
ABC1_LUNG	amplicon6	Cyclic	None detected	Positive	0	0.0	0.034007952743428334	0.0	0.7274148503531672	0.2385771969034044	1.0	0.8353169325236101	0.0	1.0	3.0500380144372463	0.9705964727574107	2.0794415416798357
AGS_STOMACH	amplicon1	Linear amplification	None detected	None detected	0	0.7778031639618679	0.2221968360381322	0.0	0.0	0.0	0	0	0	0	2.6662430192326694	1.0568051067985693	1.6094379124341003
AU565_BREAST	amplicon10	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.106859882835046	0.008247594166936106	1.0986122886681098
AU565_BREAST	amplicon11	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.6140409369430888	0.004603024508988518	1.6094379124341003
AU565_BREAST	amplicon12	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.6714407635717763e-12	1.6714407635717763e-12	0
AU565_BREAST	amplicon13	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	2.454105617198249	0.662346147970194	1.791759469228055
AU565_BREAST	amplicon14	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.3441190930143891	0.650971912454444	0.6931471805599453
AU565_BREAST	amplicon1	Cyclic	Positive	None detected	1	0.06333355993512425	0.7780599268964499	0.14569071581289258	0.012915797355533299	0.0	0	0	0	0	4.015089313827627	1.0193570402736354	2.995732273553991
AU565_BREAST	amplicon2	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.6629426735359756	0.05350476110187524	1.6094379124341003
AU565_BREAST	amplicon3	Cyclic	Positive	None detected	1	0.10868221130384793	0.011904645461778144	0.017083093739630795	0.6155092882806055	0.2468207612141377	0.08258833546189868	0.10035540580975284	0.7968604854598337	0.5197627284607231	9.226355676983477	3.2783206878028324	5.948034989180646
AU565_BREAST	amplicon4	Cyclic	Positive	None detected	1	0.0	0.5360172818692611	0.0	0.21310766820203572	0.25087504992870324	0	0.29149322612442385	0.32425919317158675	1.0	3.4804725276823545	1.1778874346883088	2.3025850929940455
AU565_BREAST	amplicon5	Complex non-cyclic	None detected	Positive	0	0.0	0.127530962747694	0.0	0.8675349174598075	0.004934119792498467	0.7160493827160493	0.4942646795345315	0.26942195508662103	1.0	4.698680949466619	1.7029486759126276	2.995732273553991
AU565_BREAST	amplicon6	No amp/Invalid	None detected	None detected	0	0.9999999999999999	0.0	0.0	0.0	0.0	0	0	0	0	3.471899723489652	0.9869930737016512	2.4849066497880004
AU565_BREAST	amplicon7	Linear amplification	None detected	None detected	0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	6.998845947234538e-13	6.998845947234538e-13	0
AU565_BREAST	amplicon8	Linear amplification	None detected	None detected	0	0.1914937269575255	0.8085062730424745	0.0	0.0	0.0	0	0	0	0	2.3475217672516173	0.7380838548175169	1.6094379124341003
AU565_BREAST	amplicon9	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	3.2840471430958096	1.08682256575959	2.1972245773362196
BFTC909_KIDNEY	amplicon1	Linear amplification	None detected	None detected	0	0.3262124645833774	0.6737875354166226	0.0	0.0	0.0	0	0	0	0	3.10672853505908	0.9095039577228607	2.1972245773362196
BFTC909_KIDNEY	amplicon2	Cyclic	None detected	Positive	0	0.0	0.2058570068447335	0.0	0.05668534488097702	0.7374576482742895	0.8581560283687943	0.8162695252994915	0.0	1.0	3.834186854754014	0.9438150968578491	2.890371757896165
BFTC909_KIDNEY	amplicon3	Complex non-cyclic	None detected	None detected	0	0.22351487700292633	0.7193642248800984	0.0	0.057120898116975405	0.0	0.6444444444444445	0.2349228436133156	0.0	1.0	4.437316885021242	1.2184410601530413	3.2188758248682006
BT20_BREAST	amplicon10	Cyclic	Positive	None detected	1	0.3284114238676591	0.0	0.6715885761323408	0.0	0.0	0	0	0	0	2.32190922792564	0.7124713154915396	1.6094379124341003
BT20_BREAST	amplicon11	Cyclic	None detected	Positive	0	0.0970512587693577	0.5806825850216768	0.0	0.18110005319113368	0.14116610301783195	1.0	0.5941140328345969	0.0	1.0	3.3498380660441573	1.1526134887079378	2.1972245773362196
BT20_BREAST	amplicon12	Cyclic	Positive	None detected	1	0.0	0.0	0.0	0.4643897531379634	0.5356102468620366	0	0	0	0	2.088720285224932	0.7024259241050417	1.3862943611198906
BT20_BREAST	amplicon13	Linear amplification	None detected	None detected	0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	7.436273818936534e-13	7.436273818936534e-13	0
BT20_BREAST	amplicon14	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.300317647116994	0.6071704665570485	0.6931471805599453
BT20_BREAST	amplicon15	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	2.0963134499830898	0.4868755375489895	1.6094379124341003
BT20_BREAST	amplicon16	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	2.7507585667001075	1.1413206542660073	1.6094379124341003
BT20_BREAST	amplicon17	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.539830550531351	0.15353618941146047	1.3862943611198906
BT20_BREAST	amplicon18	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	3.1769987762795053	1.2310886272241919	1.9459101490553135
BT20_BREAST	amplicon19	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
BT20_BREAST	amplicon1	Cyclic	Positive	None detected	1	0.12582043426544107	0.5562324491684103	0.0	0.24719409638791912	0.07075302017822944	0.24193548387096775	0.39457754842921444	0.1425701753891911	0.5276904483908741	4.834139820681326	1.4329424390191705	3.4011973816621555
BT20_BREAST	amplicon20	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0.36	0	0	0	3.7519953514023126	1.1870459939407758	2.5649493574615367
BT20_BREAST	amplicon2	Complex non-cyclic	None detected	None detected	0	0.0575840079034802	0.4646338336533159	0.03660384766679139	0.44117831077641284	0.0	0	0	0	0	6.860346374468017	2.4536271272037644	4.406719247264253
BT20_BREAST	amplicon3	Cyclic	Positive	None detected	1	0.0054639617244524675	0.26612035381535354	0.0	0.1896857371888594	0.5387299472713344	0	0	0	0	4.44235208103863	1.351309627680314	3.0910424533583156
BT20_BREAST	amplicon4	Linear amplification	None detected	None detected	0	0.575409675198818	0.424590324801182	0.0	0.0	0.0	0	0	0	0	4.6921551993531745	1.601112745994859	3.0910424533583156
BT20_BREAST	amplicon5	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
BT20_BREAST	amplicon6	Linear amplification	None detected	None detected	0	0.19547983762640378	0.8045201623735961	0.0	0.0	0.0	0	0	0	0	1.1872171491227312	0.494069968562786	0.6931471805599453
BT20_BREAST	amplicon7	Linear amplification	None detected	None detected	0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0
BT20_BREAST	amplicon8	Linear amplification	None detected	None detected	0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0
BT20_BREAST	amplicon9	Complex non-cyclic	None detected	None detected	0	0.02597755890639187	0.5042656397359248	0.027561781839763433	0.44219501951792006	0.0	0.15517241379310345	0	0	0	5.691900777268092	1.8417531755580336	3.8501476017100584
BT474_BREAST	amplicon1	Cyclic	Positive	None detected	3	0.1875989906435849	0.1304885517776209	0.07068224814697077	0.44647235088222714	0.1647578585495955	0.07872078720787208	0.07982776790103314	0.5820858197179642	0.18041561092542116	9.89104863047366	3.777366450641429	6.113682179832232
BT474_BREAST	amplicon2	Complex non-cyclic	None detected	None detected	0	0.03426569488560977	0.0	0.0	0.9657343051143901	0.0	0	0	0	0	3.291938709207013	0.8070320594190127	2.4849066497880004
BT474_BREAST	amplicon3	Cyclic	Positive	None detected	1	0.16857670072894845	0.5377714817958538	0.0	0.2069020008094619	0.08674981666573613	0	0	0	0	5.199007201363441	1.9801313764952406	3.2188758248682006
BT474_BREAST	amplicon4	Complex non-cyclic	None detected	None detected	0	0.1927249729284384	0.7807640831895186	0.0012836999096460125	0.02522724397239696	0.0	0.06267806267806268	0.051741185101158764	0.21193711021516815	1.0	6.425771026926071	1.3320208261193085	5.093750200806762
BT474_BREAST	amplicon5	Linear amplification	None detected	None detected	0	0.10346239491636215	0.8965376050836379	0.0	0.0	0.0	0	0	0	0	1.02576854473921	0.3326213641792646	0.6931471805599453
BT474_BREAST	amplicon6	Linear amplification	None detected	None detected	0	0.11314272590380893	0.8868572740961911	0.0	0.0	0.0	0	0	0	0	2.7262350084003986	1.1167970959662985	1.6094379124341003
BT474_BREAST	amplicon7	Complex non-cyclic	None detected	None detected	0	0.09019658099563448	0.29834716852970966	0.03652967852278289	0.5749265719518728	0.0	0	0	0	0	4.792242286517954	1.701199833159639	3.0910424533583156
BT474_BREAST	amplicon8	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
BT474_BREAST	amplicon9	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.146460604651365	0.04784831598325526	1.0986122886681098
BT483_BREAST	amplicon1	Cyclic	Positive	None detected	1	0.23268215654135618	0.27673818408342976	0.0	0.13536656997346644	0.35521308940174756	0.23484848484848486	0	0	0	5.092913626783348	1.537565565293935	3.5553480614894135
C2BBE1_LARGE_INTESTINE	amplicon1	Linear amplification	None detected	None detected	0	0.00012911217390532096	0.3747216245814749	0.0	0.6251492632446198	0.0	0	0	0	0	3.2583248984302386	1.0611003210940193	2.1972245773362196
C2BBE1_LARGE_INTESTINE	amplicon2	Linear amplification	None detected	None detected	0	0.0	0.8248962150418249	0.03154987936572982	0.1435539055924453	0.0	0	0	0	0	3.4956708298424166	1.0977755570440462	2.3978952727983707
C2BBE1_LARGE_INTESTINE	amplicon3	Complex non-cyclic	None detected	None detected	0	0.08878548166074254	0.23140535813994037	0.0	0.6798091601993173	0.0	0.3333333333333333	0	0	0	3.6892481770120638	0.8560348329558474	2.833213344056216
CAKI1_KIDNEY	amplicon1	Cyclic	Positive	None detected	1	0.0	0.6506457110938141	0.2429240781092678	0.0	0.10643021079691822	0	0	0	0	2.471202652725781	0.8617647402916806	1.6094379124341003
CAL120_BREAST	amplicon1	Linear amplification	None detected	None detected	0	0.46589386354985607	0.5341061364501439	0.0	0.0	0.0	0	0	0	0	1.3839657072159752	0.6908185266560299	0.6931471805599453
CAL120_BREAST	amplicon2	Cyclic	Positive	None detected	1	0.2469377666578397	0.12637062964895787	0.0	0.6215580711616927	0.005133532531510035	0.12552301255230125	0.16622263910827437	0.5322248274716481	1.0	6.306362793670727	2.1632280672791944	4.143134726391533
CAL120_BREAST	amplicon3	No amp/Invalid	None detected	None detected	0	0.010470479415833229	0.8097391904874867	0.0	0.17979033009667997	0.0	0	0	0	0	3.3229514165095644	0.8380447667215642	2.4849066497880004
CAL120_BREAST	amplicon4	Linear amplification	None detected	None detected	0	0.0	0.7249047980599131	0.0	0.2750952019400869	0.0	0	0	0	0	3.2866281484235698	1.0894035710873502	2.1972245773362196
CAL120_BREAST	amplicon5	Linear amplification	None detected	None detected	0	0.35065476457502753	0.6493452354249724	0.0	0.0	0.0	0	0	0	0	1.8474740516652277	0.7488617629971178	1.0986122886681098
CAL120_BREAST	amplicon6	No amp/Invalid	None detected	None detected	0	0.0	0.6879745431733165	0.3120254568266835	0.0	0.0	0	0	0	0	2.1641007515483315	0.7778063904284411	1.3862943611198906
CAL120_BREAST	amplicon7	Cyclic	Positive	None detected	1	0.2658259094714867	0.02354503116971384	0.00018698551220570737	0.36318928577046594	0.3472527880761278	0.058333333333333334	0.12698151998527338	0.5490383552095083	0.4181181250114919	6.920796129979399	2.466448833725891	4.454347296253507
CAL120_BREAST	amplicon8	Cyclic	Positive	None detected	2	0.10853983813891277	0.052689862347799044	0.0036795211737199124	0.8322147245201289	0.002876053819439203	0.11907810499359796	0.06238284923892198	0.7869027368269361	0.7787570523967288	6.919951661094595	2.3349841824240234	4.584967478670572
CAL27_UPPER_AERODIGESTIVE_TRACT	amplicon1	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	3.3092005053199918	1.2297589636401558	2.0794415416798357
CAL27_UPPER_AERODIGESTIVE_TRACT	amplicon2	Linear amplification	None detected	None detected	0	0.04085797334629401	0.22806569500736756	0.0	0.7310763316463387	0.0	0	0	0	0	3.7631868782704925	1.2782802284824921	2.4849066497880004
CAL27_UPPER_AERODIGESTIVE_TRACT	amplicon3	Complex non-cyclic	None detected	Positive	0	0.1491367353057123	0.0	0.0	0.8508632646942876	0.0	0.711864406779661	0.6047019041933863	0.3166925666041325	1.0	3.6195589479362797	0.980501618321021	2.639057329615259
CAL54_KIDNEY	amplicon1	Linear amplification	None detected	None detected	0	0.0	0.9999999999999999	0.0	0.0	0.0	0	0	0	0	1.382947397348139	0.6898002167881938	0.6931471805599453
CAL851_BREAST	amplicon1	Cyclic	Positive	None detected	1	0.0001826587715047382	0.3448597595181893	0.0	0.012769306090661597	0.6421882756196442	0	0	0	0	3.4819147490533	0.8428574194380414	2.639057329615259
CAL851_BREAST	amplicon2	Linear amplification	None detected	None detected	0	0.04962519311819732	0.17207351031509868	0.0	0.778301296566704	0.0	0	0	0	0	2.755721916749244	0.8098117676939307	1.9459101490553135
CAL851_BREAST	amplicon3	No amp/Invalid	None detected	None detected	0	1.0000000000000002	0.0	0.0	0.0	0.0	0	0	0	0	3.0428172084100282	0.9633756667301923	2.0794415416798357
CAL851_BREAST	amplicon4	No amp/Invalid	None detected	None detected	0	1.0000000000000002	0.0	0.0	0.0	0.0	0	0	0	0	3.546720355853874	1.4672788141740383	2.0794415416798357
CAL851_BREAST	amplicon5	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
CAL851_BREAST	amplicon6	No amp/Invalid	None detected	None detected	0	0.9999999999999999	0.0	0.0	0.0	0.0	0	0	0	0	3.2239528948711285	1.278042745815815	1.9459101490553135
CALU6_LUNG	amplicon1	Cyclic	Positive	None detected	1	0.13496616912152104	0.02583252998353975	0.24259311169349057	0.552871734506406	0.043736454695042754	0	0	0	0	7.407757686745012	2.637073062279347	4.770684624465665
CALU6_LUNG	amplicon2	Complex non-cyclic	None detected	None detected	0	0.0	0.3845366828054175	0.0	0.6154633171945825	0.0	0	0	0	0	3.9113010503097367	1.4263944005217364	2.4849066497880004
CAMA1_BREAST	amplicon1	Linear amplification	None detected	None detected	0	0.0	0.7065507601230013	0.0	0.29344923987699867	0.0	0	0	0	0	3.0396810951434015	0.8424565178071821	2.1972245773362196
CAMA1_BREAST	amplicon2	Complex non-cyclic	None detected	None detected	0	0.07285549654144759	0.5691716962428026	0.0	0.3579728072157497	0.0	0	0	0	0	2.6758863854555783	0.8841269162275235	1.791759469228055
CAMA1_BREAST	amplicon3	Cyclic	Positive	None detected	1	0.051184867978056034	0.09609084167455731	0.0	0.6275506555469584	0.22517363480042799	0.11846689895470383	0	0	0	5.725578384023917	1.77433466544249	3.951243718581427
CAOV3_OVARY	amplicon1	Cyclic	Positive	None detected	2	0.16987807838743155	0.034401661935188864	0.002250187141530498	0.7758550110506328	0.01761506148521626	0.4725274725274725	0	0	0	4.128584668717006	0.9505308383690603	3.1780538303479458
CAOV3_OVARY	amplicon2	Linear amplification	None detected	None detected	0	0.0	0.5599701693158247	0.0	0.4400298306841754	0.0	0	0	0	0	2.153872108148563	0.7675777470286722	1.3862943611198906
CAOV3_OVARY	amplicon3	Linear amplification	None detected	None detected	0	0.018566717944339468	0.7814642637813629	0.0	0.19996901827429756	0.0	0	0	0	0	2.585578065773345	0.7938185965452897	1.791759469228055
CAOV3_OVARY	amplicon4	No amp/Invalid	None detected	None detected	0	0.19921547260277497	0.800784527397225	0.0	0.0	0.0	0	0	0	0	1.9071961574798824	0.5209017963599917	1.3862943611198906
CAOV3_OVARY	amplicon5	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	2.245497888184961	0.8592035270650705	1.3862943611198906
CAPAN1_PANCREAS	amplicon1	Complex non-cyclic	None detected	Positive	0	0.4089420938334553	0.0	0.0	0.5443507922771831	0.04670711388936182	1.0	0.9599490214568976	0.0	1.0	3.399121887451173	1.3196803457713375	2.0794415416798357
CCK81_LARGE_INTESTINE	amplicon1	No amp/Invalid	None detected	None detected	0	1.0000000000000002	0.0	0.0	0.0	0.0	0	0	0	0	3.150069800644151	0.7521745278457803	2.3978952727983707
CCK81_LARGE_INTESTINE	amplicon2	No amp/Invalid	None detected	None detected	0	1.0000000000000002	0.0	0.0	0.0	0.0	0.38235294117647056	0	0	0	4.154076264625154	1.3208629205689377	2.833213344056216
CCK81_LARGE_INTESTINE	amplicon3	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	1.3707576832858486	0.6776105027259032	0.6931471805599453
CCK81_LARGE_INTESTINE	amplicon4	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0
CCK81_LARGE_INTESTINE	amplicon5	No amp/Invalid	None detected	None detected	0	1.0	0.0	0.0	0.0	0.0	0.3829787234042553	0	0	0	3.0586972975363595	0.86147272020014	2.1972245773362196
CHAGOK1_LUNG	amplicon1	Linear amplification	None detected	None detected	0	0.0	1.0	0.0	0.0	0.0	0	0	0	0	0	0	0
CHAGOK1_LUNG	amplicon2	Cyclic	None detected	Positive	0	0.1795795217511677	0.6104741247123956	0.0	0.0	0.20994635353643676	1.0	0.33580721270430725	0.0	1.0	2.5467780685487256	0.9373401561146252	1.6094379124341003
CHAGOK1_LUNG	amplicon3	Complex non-cyclic	None detected	None detected	0	0.18647344204003105	0.0	0.0	0.813526557959969	0.0	0	0	0	0	2.571100300551278	0.4916587588714424	2.0794415416798357
CHAGOK1_LUNG	amplicon4	Cyclic	Positive	None detected	1	0.20023852700840344	0.0052162286430095005	0.0	0.20847190055840087	0.586073343790186	0	0	0	0	4.877186644977923	1.293667706521813	3.58351893845611
CHAGOK1_LUNG	amplicon5	Complex non-cyclic	None detected	None detected	0	0.03812210735616662	0.1636894967442185	0.03606702329331295	0.762121372606302	0.0	0.05211406096361849	0	0	0	6.707418764727183	2.3636133428734984	4.343805421853684
CHAGOK1_LUNG	amplicon6	Linear amplification	None detected	None detected	0	0.2649169499116117	0.7350830500883884	0.0	0.0	0.0	0	0	0	0	2.2004410289956837	0.8141466678757929	1.3862943611198906
CHAGOK1_LUNG	amplicon7	Linear amplification	None detected	None detected	0	0.06922433634254761	0.561452441458842	0.0	0.3693232221986103	0.0	0	0	0	0	2.7858493441003183	0.9940898748722633	1.791759469228055
CHAGOK1_LUNG	amplicon8	Linear amplification	None detected	None detected	0	0.5664653087021007	0.4335346912978994	0.0	0.0	0.0	0	0	0	0	3.686351245449947	1.2014445956619468	2.4849066497880004
CHAGOK1_LUNG	amplicon9	No amp/Invalid	None detected	None detected	0	0.9999999999999999	0.0	0.0	0.0	0.0	0	0	0	0	2.813103984402759	0.7336624427229234	2.0794415416798357
CHP212_AUTONOMIC_GANGLIA	amplicon1	Cyclic	Positive	None detected	1	0.0	0.0	0.553599086982629	0.18638574514922643	0.2600151678681445	0	0	0	0	3.872450484675846	1.2333931550605868	2.639057329615259
COLO201_LARGE_INTESTINE	amplicon1	Cyclic	Positive	None detected	1	0.0	0.7207728915551439	0.2792271084448561	0.0	0.0	0	0	0	0	2.2617944031652466	0.6523564907311464	1.6094379124341003
COLO201_LARGE_INTESTINE	amplicon2	Cyclic	None detected	Positive	0	0.1743199272036482	0.04721909140368343	0.0	0.3087929810640931	0.4696680003285754	0.26666666666666666	0.3766342422397893	0.4626772415302241	1.0	5.964196160630725	1.7745414186043	4.189654742026425
COLO201_LARGE_INTESTINE	amplicon3	Linear amplification	None detected	None detected	0	0.22660489418387472	0.7733951058161253	0.0	0.0	0.0	0	0	0	0	2.3129479875270422	0.9266536264071518	1.3862943611198906
COLO201_LARGE_INTESTINE	amplicon4	Cyclic	Positive	None detected	1	0.0	0.6370574787615374	0.36294252123846266	0.0	0.0	0	0	0	0	1.7537026442028618	0.655090355534752	1.0986122886681098
COLO201_LARGE_INTESTINE	amplicon5	Complex non-cyclic	None detected	None detected	0	0.5984602439129163	0.0	0.0	0.40153975608708364	0.0	0	0	0	0	2.6325627621352243	1.0231248497011238	1.6094379124341003
COLO201_LARGE_INTESTINE	amplicon6	Linear amplification	None detected	None detected	0	0.06967953376567323	0.8948042120691904	0.03551625416513647	0.0	0.0	0	0	0	0	3.210783713824304	1.0135591364880845	2.1972245773362196
COLO668_LUNG	amplicon1	Cyclic	Positive	None detected	1	0.008296381709173663	0.2579481676119929	0.023552306626248614	0.18068746762400045	0.5295156764285843	0	0	0	0	6.323450928946979	2.032991487798588	4.290459441148391
COLO829_SKIN	amplicon1	Cyclic	None detected	Positive	0	0.07841151885980807	0.21885708442937118	0.0	0.0	0.702731396710821	0.29333333333333333	0.4936663349866926	0.0	1.0	3.637500478242908	0.9984431486276494	2.639057329615259
CORL23_LUNG	amplicon1	Cyclic	Positive	None detected	1	0.0	0.00413155086843687	0.2519778106146457	0.20018288197636858	0.5437077565405487	0.05019634625234762	0.03473433261694384	0.955373230352211	0.09387582668000681	7.14331828369323	2.451970401464086	4.6913478822291435
CORL23_LUNG	amplicon2	Cyclic	Positive	None detected	1	0.11831811884603305	0.7881367930352238	0.0	0.0	0.09354508811874324	1.0	0	0	0	2.6881342494601146	0.7422241004048014	1.9459101490553135
