sample	amplicon	feature	total_feature_entropy	decomp_entropy	Amp_nseg_entropy
COV362_OVARY	amplicon3	Linear amplification_1	1.6374306246186963	0.02799271218459594	1.6094379124341003
COV362_OVARY	amplicon4	BFB_1	3.030961481872385	0.9515199401925496	2.0794415416798357
COV644_OVARY	amplicon1	ecDNA_1	5.996485941733319	1.8856120775600074	4.110873864173311
COV644_OVARY	amplicon3	BFB_1	4.515000818530076	1.3369469881821303	3.1780538303479458
DANG_PANCREAS	amplicon1	Linear amplification_1	1.6943088832783495	0.5956965946102398	1.0986122886681098
DANG_PANCREAS	amplicon10	BFB_1	3.2376423002319066	1.040417722895687	2.1972245773362196
DANG_PANCREAS	amplicon2	ecDNA_1	2.7103525916575393	0.40776749866349404	2.3025850929940455
DANG_PANCREAS	amplicon3	BFB_1	2.6549633897486284	0.8632039205205735	1.791759469228055
DANG_PANCREAS	amplicon4	Linear amplification_1	7.696066006698624e-13	7.696066006698624e-13	0
DANG_PANCREAS	amplicon5	Linear amplification_1	0.6951339662808687	0.0019867857209233462	0.6931471805599453
DANG_PANCREAS	amplicon6	Linear amplification_1	1.7648126463922047	0.1553747339581044	1.6094379124341003
DANG_PANCREAS	amplicon7	ecDNA_1	4.373599565056841	0.8472390404406798	3.5263605246161616
DANG_PANCREAS	amplicon8	Linear amplification_1	2.43932303591965	0.8298851234855494	1.6094379124341003
DANG_PANCREAS	amplicon9	BFB_1	3.7241870478713475	0.8338152899751827	2.890371757896165
DAOY_CENTRAL_NERVOUS_SYSTEM	amplicon1	Linear amplification_1	3.5243586456306493	1.039451995842649	2.4849066497880004
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	Linear amplification_1	2.2842159011791554	0.6747779887450551	1.6094379124341003
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon1	BFB_1	4.138409060073168	1.1426767865191771	2.995732273553991
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon2	Linear amplification_1	1.2101430968413474e-13	1.2101430968413474e-13	0
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon3	Linear amplification_1	1.315545060144077	0.6223978795841316	0.6931471805599453
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon5	BFB_1	4.039495341791499	1.3314451406892889	2.70805020110221
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon6	Linear amplification_1	1.7079689154126902	0.6093566267445804	1.0986122886681098
DETROIT562_UPPER_AERODIGESTIVE_TRACT	amplicon7	Complex non-cyclic_1	2.6326431822494216	0.8408837130213667	1.791759469228055
DMS114_LUNG	amplicon1	BFB_1	4.644417828143466	1.210430623658319	3.4339872044851463
DMS114_LUNG	amplicon2	Linear amplification_1	1.3612378217752705	0.26262553310716086	1.0986122886681098
DMS114_LUNG	amplicon3	ecDNA_1	2.837116595192387	0.8912064461370734	1.9459101490553135
DMS114_LUNG	amplicon4	ecDNA_1	5.104323956606219	1.0612726887716686	4.04305126783455
DMS114_LUNG	amplicon5	Linear amplification_1	3.3996245774556937	1.2024000001194741	2.1972245773362196
DMS114_LUNG	amplicon6	Linear amplification_1	3.2651686773433957	0.9625835843493503	2.3025850929940455
DMS153_LUNG	amplicon1	Linear amplification_1	1.0656311531752267	0.37248397261528143	0.6931471805599453
DMS153_LUNG	amplicon2	Complex non-cyclic_1	3.7135947806114995	1.0055445795092897	2.70805020110221
DMS153_LUNG	amplicon3	Linear amplification_1	2.053527204477608	0.6672328433577177	1.3862943611198906
DMS273_LUNG	amplicon1	BFB_1	5.146427465119268	1.1574434185549933	3.9889840465642745
DMS273_LUNG	amplicon1	ecDNA_1	2.5100915129466266	0.5641813638913133	1.9459101490553135
DMS273_LUNG	amplicon10	Complex non-cyclic_1	3.339327816578516	0.5667390943387349	2.772588722239781
DMS273_LUNG	amplicon16	Complex non-cyclic_1	3.334722937425215	0.6266727363230051	2.70805020110221
DMS273_LUNG	amplicon3	Linear amplification_1	2.430004583990839	0.8205666715567387	1.6094379124341003
DMS273_LUNG	amplicon4	ecDNA_1	6.726478809318412	1.9815466809551618	4.74493212836325
DMS273_LUNG	amplicon4	ecDNA_2	2.2039057077181354	0.5944677952840353	1.6094379124341003
DMS454_LUNG	amplicon1	Linear amplification_1	3.8312113148318296	0.9408395569356648	2.890371757896165
DMS454_LUNG	amplicon2	Linear amplification_1	3.3320256239852784	1.029440530991233	2.3025850929940455
DMS454_LUNG	amplicon3	Linear amplification_1	1.5305602520730832	0.43194796340497355	1.0986122886681098
DMS454_LUNG	amplicon5	Complex non-cyclic_1	5.200218431589653	1.562632271863268	3.6375861597263857
DMS454_LUNG	amplicon5	ecDNA_1	5.3551455216847215	1.6915838755550754	3.6635616461296463
DMS454_LUNG	amplicon6	Complex non-cyclic_1	3.020906205663618	0.8236816283273983	2.1972245773362196
DMS53_LUNG	amplicon1	Linear amplification_1	1.9954454203066905	0.6091510591867999	1.3862943611198906
DMS53_LUNG	amplicon10	Complex non-cyclic_1	4.670393994026964	1.0328078343005782	3.6375861597263857
DMS53_LUNG	amplicon11	Linear amplification_1	2.152905606175302	0.36114613694724695	1.791759469228055
DMS53_LUNG	amplicon12	ecDNA_1	4.465897312582307	1.0001614097825802	3.4657359027997265
DMS53_LUNG	amplicon2	Linear amplification_1	1.7826065933108781	0.6839943046427683	1.0986122886681098
DMS53_LUNG	amplicon3	Linear amplification_1	2.8906357005571652	0.9447255515018517	1.9459101490553135
DMS53_LUNG	amplicon6	Linear amplification_1	1.2526430786478657	0.15403078997975594	1.0986122886681098
DMS53_LUNG	amplicon7	Linear amplification_1	2.0897503229497003	0.70345596182981	1.3862943611198906
DMS53_LUNG	amplicon9	Complex non-cyclic_1	3.8526973260099338	1.0194839819537176	2.833213344056216
DU145_PROSTATE	amplicon1	Linear amplification_1	3.912700120963285	1.0794867769070686	2.833213344056216
DU145_PROSTATE	amplicon2	Linear amplification_1	0	0	0
DU145_PROSTATE	amplicon3	Complex non-cyclic_1	2.9445903850676927	0.8651488433878568	2.0794415416798357
DU4475_BREAST	amplicon1	Linear amplification_1	3.119103675808928	1.0396621341290921	2.0794415416798357
EBC1_LUNG	amplicon10	Complex non-cyclic_1	4.243749454705276	1.2993104755388356	2.9444389791664407
EBC1_LUNG	amplicon11	Linear amplification_1	1.7185735093961607	0.6199612207280509	1.0986122886681098
EBC1_LUNG	amplicon12	Complex non-cyclic_1	2.8352789289530573	1.0435194597250024	1.791759469228055
EBC1_LUNG	amplicon13	BFB_1	4.182543905171909	0.88670703916758	3.295836866004329
EBC1_LUNG	amplicon14	BFB_1	4.083531081722371	0.9054772513744251	3.1780538303479458
EBC1_LUNG	amplicon15	Linear amplification_1	2.1910797378486144	0.8047853767287237	1.3862943611198906
EBC1_LUNG	amplicon16	Complex non-cyclic_1	4.64586126946001	1.244663887797854	3.4011973816621555
EBC1_LUNG	amplicon19	ecDNA_1	3.9878335827621596	0.6919967167578307	3.295836866004329
EBC1_LUNG	amplicon2	Linear amplification_1	0	0	0
EBC1_LUNG	amplicon20	Complex non-cyclic_1	3.0879513294727854	0.8907267521365658	2.1972245773362196
EBC1_LUNG	amplicon21	Linear amplification_1	0	0	0
EBC1_LUNG	amplicon22	Linear amplification_1	1.47588590640329	0.37727361773518037	1.0986122886681098
EBC1_LUNG	amplicon23	Linear amplification_1	9.85878045866653e-13	9.85878045866653e-13	0
EBC1_LUNG	amplicon24	Linear amplification_1	0	0	0
EBC1_LUNG	amplicon26	Linear amplification_1	1.7996635127188365	0.7010512240507266	1.0986122886681098
EBC1_LUNG	amplicon27	Complex non-cyclic_1	4.2813559478654195	0.7848483863989394	3.4965075614664802
EBC1_LUNG	amplicon5	Linear amplification_1	1.2832038676026405	0.5900566870426952	0.6931471805599453
EBC1_LUNG	amplicon6	Linear amplification_1	4.831690603167514e-13	4.831690603167514e-13	0
EBC1_LUNG	amplicon7	Linear amplification_1	2.8296587786500487	0.6324342013138291	2.1972245773362196
EBC1_LUNG	amplicon8	Linear amplification_1	0.6097844944036414	0.6097844944036414	0
EBC1_LUNG	amplicon9	Linear amplification_1	0.6471947067851025	0.6471947067851025	0
EFM192A_BREAST	amplicon1	ecDNA_1	2.059106062287613	0.6728117011677226	1.3862943611198906
EFM192A_BREAST	amplicon1	ecDNA_2	5.161594173304155	0.9872069034085181	4.174387269895637
EFM192A_BREAST	amplicon1	ecDNA_3	2.2748034193467492	0.665365506912649	1.6094379124341003
EFM192A_BREAST	amplicon1	ecDNA_4	3.2178471449860098	0.6528977875244728	2.5649493574615367
EFM192A_BREAST	amplicon1	ecDNA_5	2.8957356756064634	0.593150582612418	2.3025850929940455
EFM192A_BREAST	amplicon1	ecDNA_6	6.766513706436398	1.5142402783897682	5.25227342804663
EFM192A_BREAST	amplicon3	ecDNA_1	1.7057713182943592	0.6071590296262496	1.0986122886681098
EFM192A_BREAST	amplicon4	Linear amplification_1	1.6429594811273156	0.5443471924592058	1.0986122886681098
EFM192A_BREAST	amplicon5	Linear amplification_1	0.7517488114474732	0.05860163088752792	0.6931471805599453
EFM192A_BREAST	amplicon7	Linear amplification_1	7.084333120130615e-13	7.084333120130615e-13	0
EFM19_BREAST	amplicon1	Linear amplification_1	1.3734224459168853	0.6802752653569402	0.6931471805599453
EFM19_BREAST	amplicon2	Linear amplification_1	2.963592147568196	0.8841506058883604	2.0794415416798357
EFM19_BREAST	amplicon3	ecDNA_1	5.686025153252681	1.3955657121042893	4.290459441148391
EFM19_BREAST	amplicon4	ecDNA_1	3.2824865554718996	0.7975799056838991	2.4849066497880004
EFM19_BREAST	amplicon5	Linear amplification_1	0	0	0
EFM19_BREAST	amplicon6	BFB_1	3.382797775472863	1.303356233793027	2.0794415416798357
EFM19_BREAST	amplicon7	Linear amplification_1	0.9517271703368916	0.2585799897769463	0.6931471805599453
EFM19_BREAST	amplicon8	Linear amplification_1	1.0486439963381087	0.3554968157781635	0.6931471805599453
EFM19_BREAST	amplicon9	ecDNA_1	0.5370809820306626	0.5370809820306626	0
EFO21_OVARY	amplicon2	Complex non-cyclic_1	5.636588986730461	1.2927835648767763	4.343805421853684
EFO21_OVARY	amplicon3	Linear amplification_1	1.354092168602542	0.6609449880425967	0.6931471805599453
EFO21_OVARY	amplicon4	Linear amplification_1	0.6715019913889209	0.6715019913889209	0
EFO21_OVARY	amplicon7	Complex non-cyclic_1	3.9405729875810853	0.6824764495596032	3.258096538021482
EFO21_OVARY	amplicon8	Linear amplification_1	3.9197912284552068	0.828748775096891	3.0910424533583156
ES2_OVARY	amplicon1	ecDNA_1	6.930766193480201	1.6077562143417923	5.3230099791384085
ES2_OVARY	amplicon2	Complex non-cyclic_1	5.412923751951058	1.6062612621807384	3.8066624897703196
ES2_OVARY	amplicon3	ecDNA_1	2.881130658024146	0.6839060806879262	2.1972245773362196
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon1	Linear amplification_1	1.7903133292962132	0.6917010406281034	1.0986122886681098
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon10	BFB_1	3.2424677354905045	1.045243158154285	2.1972245773362196
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon11	Complex non-cyclic_1	3.319317204901999	0.6802598752867403	2.639057329615259
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon2	Complex non-cyclic_1	3.6094383571882105	1.306853264194165	2.3025850929940455
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon3	Linear amplification_1	5.029884822739462	1.5958976182543163	3.4339872044851463
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon4	Complex non-cyclic_1	6.978268726813781	2.660780613277471	4.31748811353631
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon5	Linear amplification_1	0	0	0
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon6	Linear amplification_1	2.335874126199779	0.1386495488635597	2.1972245773362196
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon7	Linear amplification_1	2.029035364998482	0.6427410038785915	1.3862943611198906
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon8	Linear amplification_1	3.3071998429684673	1.004614749974422	2.3025850929940455
FADU_UPPER_AERODIGESTIVE_TRACT	amplicon9	Complex non-cyclic_1	2.9133662676945624	0.9674561186392489	1.9459101490553135
FU97_STOMACH	amplicon1	Linear amplification_1	4.428724336205798	1.4842853570393577	2.9444389791664407
FU97_STOMACH	amplicon2	ecDNA_1	4.712437652241047	1.4543411142195652	3.258096538021482
FU97_STOMACH	amplicon4	Complex non-cyclic_1	3.440884454787727	1.0429891819893562	2.3978952727983707
FUOV1_OVARY	amplicon1	Complex non-cyclic_1	3.5414303278497474	0.9023729982344884	2.639057329615259
FUOV1_OVARY	amplicon10	ecDNA_1	3.0727782857034986	0.6748830129051282	2.3978952727983707
FUOV1_OVARY	amplicon11	ecDNA_1	0.4608635664051214	0.4608635664051214	0
FUOV1_OVARY	amplicon11	ecDNA_2	2.214765270168574	0.4230058009405191	1.791759469228055
FUOV1_OVARY	amplicon2	ecDNA_1	4.4856192490696	1.084421867407445	3.4011973816621555
FUOV1_OVARY	amplicon3	Linear amplification_1	2.0286141049435433	0.6423197438236529	1.3862943611198906
FUOV1_OVARY	amplicon4	Complex non-cyclic_1	4.161910501302734	1.3893217790629533	2.772588722239781
FUOV1_OVARY	amplicon5	ecDNA_1	2.608127919438977	0.5286863777591413	2.0794415416798357
FUOV1_OVARY	amplicon7	Linear amplification_1	3.9812597663050187e-13	3.9812597663050187e-13	0
FUOV1_OVARY	amplicon8	ecDNA_1	2.314278925892574	0.7048410134584739	1.6094379124341003
FUOV1_OVARY	amplicon9	ecDNA_1	2.5345819541874923	0.7428224849594374	1.791759469228055
G361_SKIN	amplicon1	Linear amplification_1	3.387347693770955	1.3079061520911193	2.0794415416798357
GB1_CENTRAL_NERVOUS_SYSTEM	amplicon1	ecDNA_1	3.499299375687462	0.45477693796403906	3.044522437723423
GB1_CENTRAL_NERVOUS_SYSTEM	amplicon2	Linear amplification_1	1.3705500965075212	0.6774029159475761	0.6931471805599453
GB1_CENTRAL_NERVOUS_SYSTEM	amplicon4	Linear amplification_1	3.778176406877806	1.2932697570898055	2.4849066497880004
GCIY_STOMACH	amplicon1	ecDNA_1	2.966791641812941	1.020881492757628	1.9459101490553135
GCIY_STOMACH	amplicon2	ecDNA_1	6.300209208837954	1.811572839105814	4.48863636973214
GI1_CENTRAL_NERVOUS_SYSTEM	amplicon1	ecDNA_1	3.4778389584946243	0.5333999793281838	2.9444389791664407
GI1_CENTRAL_NERVOUS_SYSTEM	amplicon2	ecDNA_1	3.4202701321967766	0.6476814099569956	2.772588722239781
GI1_CENTRAL_NERVOUS_SYSTEM	amplicon4	Linear amplification_1	0.6571146285077134	0.6571146285077134	0
HARA_LUNG	amplicon1	Linear amplification_1	2.2803152438521916	0.8940208827323011	1.3862943611198906
HARA_LUNG	amplicon10	ecDNA_1	1.7914543659913955	0.6928420773232857	1.0986122886681098
HARA_LUNG	amplicon11	Linear amplification_1	2.3323551846624415	0.5405957154343868	1.791759469228055
HARA_LUNG	amplicon12	Linear amplification_1	1.4821386435787627	0.383526354910653	1.0986122886681098
HARA_LUNG	amplicon2	ecDNA_1	2.7524453875129646	0.6730038458331288	2.0794415416798357
HARA_LUNG	amplicon2	ecDNA_2	3.2041309471969863	0.31375918930082136	2.890371757896165
HARA_LUNG	amplicon3	Linear amplification_1	1.1116720784350003	0.418524897875055	0.6931471805599453
HARA_LUNG	amplicon4	ecDNA_1	1.264113790162519	0.5709666096025737	0.6931471805599453
HARA_LUNG	amplicon5	Linear amplification_1	3.029784841445875	0.6318895686475046	2.3978952727983707
HARA_LUNG	amplicon6	BFB_1	5.654700709353742	1.5942576988073225	4.060443010546419
HARA_LUNG	amplicon7	Complex non-cyclic_1	4.238980288466523	1.4663915662267422	2.772588722239781
HARA_LUNG	amplicon8	Complex non-cyclic_1	2.4852199684877068	0.8757820560536064	1.6094379124341003
HARA_LUNG	amplicon9	Complex non-cyclic_1	3.1841506257985994	0.881565532804554	2.3025850929940455
