feature_ID	captured_region_size_bp	median_feature_CN	max_feature_CN	borderline_flag
CALU6_LUNG_amplicon1_ecDNA_1	9392399	6.169593613205265	8.694151952168065	None
CALU6_LUNG_amplicon2_Complex non-cyclic_1	279477	7.432723896843843	7.432723896843843	None
CAMA1_BREAST_amplicon1_Linear amplification_1	3868755	5.618520099559041	5.618520099559041	None
CAMA1_BREAST_amplicon2_Complex non-cyclic_1	97336	5.463489024812635	5.463489024812635	None
CAMA1_BREAST_amplicon3_ecDNA_1	5597103	5.867183103840421	8.383474244972206	None
CAOV3_OVARY_amplicon1_ecDNA_1	18995	8.806657602520803	8.806657602520803	None
CAOV3_OVARY_amplicon1_ecDNA_2	413289	9.164611061733124	9.164611061733124	None
CAOV3_OVARY_amplicon2_Linear amplification_1	538506	5.612694783356158	7.956741736322083	None
CAOV3_OVARY_amplicon3_Linear amplification_1	84611	5.236640467412364	5.236640467412364	None
CAPAN1_PANCREAS_amplicon1_BFB_1	182671	5.9650485591723195	10.182807892749569	None
CHAGOK1_LUNG_amplicon1_Linear amplification_1	544997	6.2031199862186295	6.2031199862186295	None
CHAGOK1_LUNG_amplicon2_BFB_1	236904	5.83076624567905	5.83076624567905	LowCN
CHAGOK1_LUNG_amplicon3_Complex non-cyclic_1	1233518	5.015779727991932	5.086943751660205	None
CHAGOK1_LUNG_amplicon4_ecDNA_1	1372481	8.886250735359182	9.525160140514798	None
CHAGOK1_LUNG_amplicon5_Complex non-cyclic_1	7475709	14.28044582928977	23.252409794096728	None
CHAGOK1_LUNG_amplicon6_Linear amplification_1	1108662	5.170782318918421	5.170782318918421	None
CHAGOK1_LUNG_amplicon7_Linear amplification_1	1765112	7.881444405331752	7.881444405331752	None
CHAGOK1_LUNG_amplicon8_Linear amplification_1	857196	5.1687478097868444	5.168747809786857	None
CHP212_AUTONOMIC_GANGLIA_amplicon1_ecDNA_1	1692869	77.77440706243738	89.8743011885505	None
COLO201_LARGE_INTESTINE_amplicon1_ecDNA_1	105951	5.611039169282083	5.611039169282083	LowCN
COLO201_LARGE_INTESTINE_amplicon2_BFB_1	8240325	10.689345150055845	21.129934815910243	None
COLO201_LARGE_INTESTINE_amplicon3_Linear amplification_1	911364	5.162793900100401	5.162793900100409	None
COLO201_LARGE_INTESTINE_amplicon4_ecDNA_1	190498	5.38621784936493	5.38621784936493	LowCN
COLO201_LARGE_INTESTINE_amplicon5_Complex non-cyclic_1	127888	4.643573391617798	4.643573391617798	LowCN
COLO201_LARGE_INTESTINE_amplicon6_Linear amplification_1	500420	5.0005739444620225	7.3698964131101965	None
COLO668_LUNG_amplicon1_ecDNA_1	977458	83.00486912604293	127.73253304377052	None
COLO829_SKIN_amplicon1_BFB_1	2096997	6.543790494368332	8.048117554535956	None
CORL23_LUNG_amplicon1_ecDNA_1	2049413	43.30441300147189	146.63076920305068	None
CORL23_LUNG_amplicon2_ecDNA_1	1060785	8.628707297455634	8.628707297455634	None
CORL23_LUNG_amplicon4_ecDNA_1	2044120	29.730356654840282	57.779950780595954	None
CORL24_LUNG_amplicon1_BFB_1	12452516	5.940685609196506	14.031071160293187	None
CORL279_LUNG_amplicon1_ecDNA_1	133304	12.873657224631444	14.4470449749393	None
CORL279_LUNG_amplicon2_ecDNA_1	627640	59.56219044075148	72.66947248062523	None
CORL311_LUNG_amplicon1_ecDNA_1	7175976	10.379816152405278	17.853651897424268	None
CORL311_LUNG_amplicon1_ecDNA_2	914292	12.898089433264659	18.017685428252936	None
CORL311_LUNG_amplicon2_Linear amplification_1	174977	5.085722543833547	5.085722543833547	None
CORL311_LUNG_amplicon3_ecDNA_1	2386480	43.08999175559137	90.74652117981171	None
CORL88_LUNG_amplicon1_BFB_1	2803094	7.412943141102048	21.050687452982803	None
CORL88_LUNG_amplicon2_BFB_1	1215092	7.633510160393382	15.285317917063944	None
CORL88_LUNG_amplicon3_ecDNA_1	1120902	11.878654894914913	24.088971508743054	None
CORL88_LUNG_amplicon4_BFB_1	103094	10.847365118829668	10.847365118829668	None
CORL88_LUNG_amplicon5_Complex non-cyclic_1	861366	5.27277567587343	5.27277567587343	None
COV362_OVARY_amplicon1_Linear amplification_1	369997	4.762244278695974	4.762244278695974	LowCN
COV362_OVARY_amplicon2_Linear amplification_1	5417536	5.018754604360546	5.033175475639317	None
COV362_OVARY_amplicon3_Linear amplification_1	979857	5.4877466806938395	6.887591601642572	None
COV362_OVARY_amplicon4_BFB_1	1015163	6.1361703774643885	6.136170377464392	LowCN
COV644_OVARY_amplicon1_ecDNA_1	880345	20.575554907829396	35.45399595214348	None
COV644_OVARY_amplicon3_BFB_1	2256723	11.707876658359837	26.912455237657312	None
DANG_PANCREAS_amplicon10_BFB_1	3638610	7.680405072829069	8.253620343593136	None
DANG_PANCREAS_amplicon1_Linear amplification_1	205881	6.244614171821958	6.244614171821958	None
DANG_PANCREAS_amplicon2_ecDNA_1	713585	20.970659030771152	20.970659030771152	None
DANG_PANCREAS_amplicon3_BFB_1	516977	6.7672059778475795	6.7672059778475795	LowCN
DANG_PANCREAS_amplicon4_Linear amplification_1	434996	6.050197036184656	6.050197036184656	None
DANG_PANCREAS_amplicon5_Linear amplification_1	3119964	6.13177504863616	6.143435884169925	None
DANG_PANCREAS_amplicon6_Linear amplification_1	4229950	6.019052962859916	6.022262125793714	None
DANG_PANCREAS_amplicon7_ecDNA_1	3851223	9.82171033157916	19.375950640492615	None
DANG_PANCREAS_amplicon8_Linear amplification_1	989452	10.0294000712868	10.0294000712868	None
DANG_PANCREAS_amplicon9_BFB_1	6215521	16.72026047500768	16.987671410155258	None
DAOY_CENTRAL_NERVOUS_SYSTEM_amplicon1_Linear amplification_1	1415764	5.203831078941157	5.367650303687591	None
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE_amplicon1_Linear amplification_1	2666598	5.367493320119032	5.367493320119032	None
DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon1_BFB_1	5351046	13.401835683209038	18.523612969623827	None
DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon2_Linear amplification_1	190000	4.879774742230591	4.879774742230591	LowCN
DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon3_Linear amplification_1	225003	7.216315306821867	7.216315306821867	None
DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon5_BFB_1	3489742	11.191516883515623	25.118104584333327	None
DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon6_Linear amplification_1	765029	7.497293984867857	7.497293984867857	None
DETROIT562_UPPER_AERODIGESTIVE_TRACT_amplicon7_Complex non-cyclic_1	569991	7.659338237369544	8.07835297540747	None
DMS114_LUNG_amplicon1_BFB_1	4220847	6.591787431235225	28.38649874753268	None
DMS114_LUNG_amplicon2_Linear amplification_1	917648	4.628565210712734	6.396915440750234	None
DMS114_LUNG_amplicon3_ecDNA_1	412434	5.617991428784392	6.937703428640452	LowCN
DMS114_LUNG_amplicon4_ecDNA_1	7165448	15.856772523054008	25.126291444971276	None
DMS114_LUNG_amplicon5_Linear amplification_1	688788	7.768373156944911	8.832575384548335	None
DMS114_LUNG_amplicon6_Linear amplification_1	2578683	6.516872559927428	6.537599071326124	None
DMS153_LUNG_amplicon1_Linear amplification_1	470010	6.188097492273947	6.188097492273947	None
DMS153_LUNG_amplicon2_Complex non-cyclic_1	1786657	6.043161475015518	6.777650194554781	None
DMS153_LUNG_amplicon3_Linear amplification_1	453477	6.8671635737398375	6.8671635737398375	None
DMS273_LUNG_amplicon10_Complex non-cyclic_1	57128	5.379316735008812	5.379316735008812	None
DMS273_LUNG_amplicon16_Complex non-cyclic_1	2800	6.752900491419906	6.752900491419906	None
DMS273_LUNG_amplicon1_BFB_1	4267437	28.343836380578523	58.15425817575815	None
DMS273_LUNG_amplicon1_ecDNA_1	174765	33.005610613889615	58.15425817575815	None
DMS273_LUNG_amplicon3_Linear amplification_1	200001	7.50345199045145	7.50345199045145	None
DMS273_LUNG_amplicon4_ecDNA_1	683191	83.24170088890017	182.69891329919832	None
DMS273_LUNG_amplicon4_ecDNA_2	85641	6.8945047391395855	8.808580215511537	None
DMS454_LUNG_amplicon1_Linear amplification_1	1724121	8.229352281110588	10.464172565643619	None
DMS454_LUNG_amplicon2_Linear amplification_1	812900	7.998641798146045	8.08329336488402	None
DMS454_LUNG_amplicon3_Linear amplification_1	499023	5.127612678179881	5.127612678179881	None
DMS454_LUNG_amplicon5_Complex non-cyclic_1	4453309	4.351714057285716	7.748718595629234	None
DMS454_LUNG_amplicon6_Complex non-cyclic_1	2138332	5.654010422058982	6.730996681696091	None
DMS53_LUNG_amplicon10_Complex non-cyclic_1	8299606	5.172117887771113	11.62504779764903	None
DMS53_LUNG_amplicon11_Linear amplification_1	6231754	4.672055193609641	4.672055193609673	LowCN
DMS53_LUNG_amplicon12_ecDNA_1	4817746	22.898743311932105	31.319803632686092	None
DMS53_LUNG_amplicon1_Linear amplification_1	1747693	4.402489230844901	4.699319407575888	LowCN
DMS53_LUNG_amplicon2_Linear amplification_1	279670	4.70628901809675	4.70628901809675	LowCN
DMS53_LUNG_amplicon3_Linear amplification_1	1604989	5.763958724963522	6.993462669674372	None
DMS53_LUNG_amplicon6_Linear amplification_1	120001	4.986006428217939	6.698018173670441	None
DMS53_LUNG_amplicon7_Linear amplification_1	464434	5.391481531199224	5.535492258294839	None
DMS53_LUNG_amplicon9_Complex non-cyclic_1	4686404	4.979676050321772	4.981388330008483	LowCN
DU145_PROSTATE_amplicon1_Linear amplification_1	3788233	6.920561306748539	9.692521823418799	None
DU145_PROSTATE_amplicon2_Linear amplification_1	1570037	6.225920925975453	6.225920925975453	None
DU145_PROSTATE_amplicon3_Complex non-cyclic_1	2341709	5.114653820507643	8.738742562983434	None
DU4475_BREAST_amplicon1_Linear amplification_1	399769	6.407085743044233	6.407085743044233	None
EBC1_LUNG_amplicon10_Complex non-cyclic_1	1520110	7.382790858492328	9.95721655207605	None
EBC1_LUNG_amplicon11_Linear amplification_1	347316	4.55737017282725	4.55737017282725	LowCN
EBC1_LUNG_amplicon12_Complex non-cyclic_1	2465670	5.52328520511825	5.854692275027303	None
EBC1_LUNG_amplicon13_BFB_1	9162119	5.11529191059898	7.7609303786272745	LowCN
EBC1_LUNG_amplicon14_BFB_1	4196770	10.82797633157322	18.050170483248436	None
EBC1_LUNG_amplicon15_Linear amplification_1	1439429	5.25621080880314	5.576294568109153	None
EBC1_LUNG_amplicon16_Complex non-cyclic_1	2356385	6.285232372696622	6.73395202854346	None
EBC1_LUNG_amplicon19_ecDNA_1	7579969	4.604760260301866	20.074149526076365	None
EBC1_LUNG_amplicon20_Complex non-cyclic_1	882870	4.643914395097406	4.985899360169029	LowCN
EBC1_LUNG_amplicon21_Linear amplification_1	354990	6.96456204445595	6.96456204445595	None
EBC1_LUNG_amplicon22_Linear amplification_1	457211	7.171068352815781	7.70735900347564	None
EBC1_LUNG_amplicon23_Linear amplification_1	164997	4.606541128084541	4.606541128084541	LowCN
EBC1_LUNG_amplicon24_Linear amplification_1	1099969	7.655009412109725	7.655009412109725	None
EBC1_LUNG_amplicon26_Linear amplification_1	237058	5.549441005022763	5.549441005022763	None
EBC1_LUNG_amplicon27_Complex non-cyclic_1	6000080	4.664564872045828	8.725279822921545	None
EBC1_LUNG_amplicon2_Linear amplification_1	460004	4.793064177496464	4.793064177496464	LowCN
EBC1_LUNG_amplicon5_Linear amplification_1	1060009	4.724234376656874	4.724234376656874	LowCN
EBC1_LUNG_amplicon6_Linear amplification_1	1635013	4.8534135789223445	4.8534135789223445	LowCN
EBC1_LUNG_amplicon7_Linear amplification_1	1585021	7.041733509090723	7.683764016017806	None
EBC1_LUNG_amplicon8_Linear amplification_1	91786	6.7349532995581916	6.7349532995581916	None
EBC1_LUNG_amplicon9_Linear amplification_1	776678	4.661225734259774	4.661225734259774	LowCN
EFM192A_BREAST_amplicon1_ecDNA_1	679854	6.054897105606003	6.583385576453622	LowCN
EFM192A_BREAST_amplicon1_ecDNA_2	4374620	20.184627902726934	42.77973333433911	None
EFM192A_BREAST_amplicon1_ecDNA_3	971381	5.176704978197341	5.176704978197341	LowCN
EFM192A_BREAST_amplicon1_ecDNA_4	4342838	9.206835723763756	11.667138741743221	None
EFM192A_BREAST_amplicon1_ecDNA_5	881763	4.891231684717839	8.073999486923661	None
EFM192A_BREAST_amplicon1_ecDNA_6	23794587	19.184589883299154	42.013083304655055	None
EFM192A_BREAST_amplicon3_ecDNA_1	158861	4.761719881976847	7.454762216321065	LowCN
EFM192A_BREAST_amplicon4_Linear amplification_1	1175529	4.696756058258153	4.696756058258153	LowCN
EFM192A_BREAST_amplicon5_Linear amplification_1	1765061	5.066763222229694	5.202795806917707	None
EFM192A_BREAST_amplicon7_Linear amplification_1	145005	4.976744602443526	4.976744602443526	LowCN
EFM19_BREAST_amplicon1_Linear amplification_1	100165	4.77782813509606	4.77782813509606	LowCN
EFM19_BREAST_amplicon2_Linear amplification_1	968062	4.908019894333055	4.987195742303358	LowCN
EFM19_BREAST_amplicon3_ecDNA_1	7939090	11.21527433644373	15.480712917793468	None
EFM19_BREAST_amplicon4_ecDNA_1	525463	26.87333189609169	34.6797761803192	None
EFM19_BREAST_amplicon5_Linear amplification_1	80003	4.608963647205268	4.608963647205268	LowCN
EFM19_BREAST_amplicon6_BFB_1	583509	7.649361371279202	7.649361371279202	LowCN
EFM19_BREAST_amplicon7_Linear amplification_1	360024	6.345545803251176	6.345545803251176	None
EFM19_BREAST_amplicon8_Linear amplification_1	294131	6.508093706350029	6.508093706350029	None
EFM19_BREAST_amplicon9_ecDNA_1	159496	6.795974974008372	6.795974974008372	LowCN
EFO21_OVARY_amplicon2_Complex non-cyclic_1	9166461	6.133027888809734	18.342309600121116	None
EFO21_OVARY_amplicon3_Linear amplification_1	184999	4.627608257678087	7.7657642275708225	None
EFO21_OVARY_amplicon4_Linear amplification_1	88474	6.2386918373501965	6.2386918373501965	None
EFO21_OVARY_amplicon7_Complex non-cyclic_1	25649	4.237472472321238	13.321685798001603	None
EFO21_OVARY_amplicon8_Linear amplification_1	1032675	4.11638792380743	6.314657034172742	None
ES2_OVARY_amplicon1_ecDNA_1	8105202	9.840794881015679	25.454142040839894	None
ES2_OVARY_amplicon2_Complex non-cyclic_1	398841	4.347423219748956	6.4740328256091155	None
ES2_OVARY_amplicon3_ecDNA_1	538915	7.327473427273529	7.327473427273529	LowCN
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon10_BFB_1	1785298	8.714960173677591	15.34171638433754	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon11_Complex non-cyclic_1	4413436	6.661216390415873	9.48468256242615	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon1_Linear amplification_1	179859	5.973577177373891	5.973577177373891	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon2_Complex non-cyclic_1	782600	7.672982657687241	9.109876248962046	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon3_Linear amplification_1	8230190	8.114499530352996	9.7965883310722	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon4_Complex non-cyclic_1	5984584	8.711942117069693	88.0473010810261	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon5_Linear amplification_1	404997	6.93050287923927	6.93050287923927	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon6_Linear amplification_1	2178195	5.425813662071583	5.425813662071588	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon7_Linear amplification_1	2619350	4.672452951513333	5.898373663467803	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon8_Linear amplification_1	8937290	4.740458631540909	5.258373993328418	None
FADU_UPPER_AERODIGESTIVE_TRACT_amplicon9_Complex non-cyclic_1	211822	7.9701519337650755	7.9701519337650755	None
FU97_STOMACH_amplicon1_Linear amplification_1	3683063	7.243549204643606	8.40517348834497	None
FU97_STOMACH_amplicon2_ecDNA_1	164979	14.551358633903867	20.549541895948963	None
FU97_STOMACH_amplicon4_Complex non-cyclic_1	603339	6.65951028286504	6.952195338611648	None
FUOV1_OVARY_amplicon10_ecDNA_1	1021144	23.736219235819775	23.736219235819785	None
FUOV1_OVARY_amplicon11_ecDNA_1	13623	8.883797436852005	8.883797436852005	None
FUOV1_OVARY_amplicon11_ecDNA_2	984909	7.472565596484205	7.763426942752215	LowCN
FUOV1_OVARY_amplicon1_Complex non-cyclic_1	1172644	6.7087219314132	6.886728808735255	None
FUOV1_OVARY_amplicon2_ecDNA_1	2807279	7.296328942624363	16.4605424417714	None
FUOV1_OVARY_amplicon3_Linear amplification_1	392482	5.501820454855548	5.501820454855548	None
FUOV1_OVARY_amplicon4_Complex non-cyclic_1	241295	6.392992162743462	9.583138638818296	None
FUOV1_OVARY_amplicon5_ecDNA_1	917732	8.44312190563759	9.869849110481729	None
FUOV1_OVARY_amplicon7_Linear amplification_1	85004	4.8746516951319405	4.8746516951319405	LowCN
FUOV1_OVARY_amplicon8_ecDNA_1	838881	5.180754121354603	5.9241568600406955	LowCN
FUOV1_OVARY_amplicon9_ecDNA_1	584949	6.261724808503378	8.005198271279006	None
G361_SKIN_amplicon1_Linear amplification_1	47632	5.299409089102019	5.299409089102019	None
GB1_CENTRAL_NERVOUS_SYSTEM_amplicon1_ecDNA_1	1823712	6.482918804580672	8.217117632075345	None
GB1_CENTRAL_NERVOUS_SYSTEM_amplicon2_Linear amplification_1	1410915	4.913492459175675	4.913492459175675	LowCN
GB1_CENTRAL_NERVOUS_SYSTEM_amplicon4_Linear amplification_1	2756	5.724981773440157	5.724981773440157	None
GCIY_STOMACH_amplicon1_ecDNA_1	329986	7.44456135224932	7.44456135224932	LowCN
GCIY_STOMACH_amplicon2_ecDNA_1	3132088	26.2051954661283	76.49469005737252	None
GI1_CENTRAL_NERVOUS_SYSTEM_amplicon1_ecDNA_1	1743743	11.01706908579791	19.869196548252653	None
GI1_CENTRAL_NERVOUS_SYSTEM_amplicon2_ecDNA_1	1512424	6.884587265336174	6.95609775808265	LowCN
GI1_CENTRAL_NERVOUS_SYSTEM_amplicon4_Linear amplification_1	184183	5.702363287262126	5.702363287262126	None
HARA_LUNG_amplicon10_ecDNA_1	258276	8.247878724104552	8.247878724104554	None
HARA_LUNG_amplicon11_Linear amplification_1	919955	5.951360840225886	6.30698635349984	None
HARA_LUNG_amplicon12_Linear amplification_1	1064949	4.203382586412148	5.914124885573085	None
HARA_LUNG_amplicon1_Linear amplification_1	60238	6.884027512941418	6.884027512941418	None
HARA_LUNG_amplicon2_ecDNA_1	295575	8.045879849474453	8.045879849474455	None
HARA_LUNG_amplicon2_ecDNA_2	230868	17.190791326867558	20.791049012342732	None
HARA_LUNG_amplicon3_Linear amplification_1	284109	6.867281684348432	6.867281684348432	None
HARA_LUNG_amplicon4_ecDNA_1	148296	5.1413731376218985	6.072342534020277	LowCN
HARA_LUNG_amplicon5_Linear amplification_1	544998	7.569047399076272	7.569047399076274	None
HARA_LUNG_amplicon6_BFB_1	6148292	15.180670904361836	56.560275790019126	None
HARA_LUNG_amplicon7_Complex non-cyclic_1	194115	4.982105397207588	5.7353559091244	None
HARA_LUNG_amplicon8_Complex non-cyclic_1	910074	7.435858882978264	7.435858882978264	None
HARA_LUNG_amplicon9_Complex non-cyclic_1	1562224	5.294514811294643	8.456939912817663	None
HCC1187_BREAST_amplicon1_Complex non-cyclic_1	1107239	6.69427667696442	10.236500464417976	None
HCC1187_BREAST_amplicon2_Linear amplification_1	234999	6.739371311621896	6.739371311621896	None
HCC1187_BREAST_amplicon4_ecDNA_1	166794	5.653812081271261	5.653812081271261	LowCN
HCC1187_BREAST_amplicon5_Linear amplification_1	2492660	5.262297723445206	6.677905592722835	None
HCC1187_BREAST_amplicon6_ecDNA_1	373314	5.543589892208593	5.543589892208593	LowCN
HCC1187_BREAST_amplicon7_ecDNA_1	254314	4.938650251838696	4.938650251838696	LowCN
HCC1419_BREAST_amplicon1_ecDNA_1	5154887	7.123056860850031	14.340924019879415	None
HCC1419_BREAST_amplicon1_ecDNA_2	23582078	11.259172143293995	43.66632075204484	None
HCC1419_BREAST_amplicon2_Linear amplification_1	89999	5.209415897587502	5.209415897587502	None
HCC1419_BREAST_amplicon3_Linear amplification_1	886022	4.930273540509413	4.930273540509414	LowCN
HCC1419_BREAST_amplicon4_Linear amplification_1	384555	4.90587023289567	4.991651680126159	LowCN
HCC1419_BREAST_amplicon5_Linear amplification_1	829991	5.043070689024195	10.97404060293596	None
HCC1419_BREAST_amplicon6_ecDNA_1	1002873	6.196392431419164	6.196392431419169	LowCN
HCC1419_BREAST_amplicon7_Linear amplification_1	88475	5.419804517176438	5.750671111203356	None
HCC1428_BREAST_amplicon2_Complex non-cyclic_1	8418976	5.718427773552881	6.771361675663461	None
HCC1428_BREAST_amplicon3_Linear amplification_1	110001	6.18629482367049	6.18629482367049	None
