sample_name	amplicon_number	feature	gene	gene_cn	truncated	is_canonical_oncogene
5637_URINARY_TRACT	amplicon1	ecDNA_2	IL17RE	10.702253367021047	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	IQSEC1	13.1750189607799	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	IRAK2	15.634037031823349	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	JAGN1	10.702253367021047	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	LHFPL4	11.86042810708572	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	MKRN2	10.859443871429606	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	MKRN2OS	10.859443871429606	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	MTMR14	14.703894556460604	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	NUP210	13.1750189607799	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	OGG1	14.703894556460604	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	PPARG	10.859443871429598	None	True
5637_URINARY_TRACT	amplicon1	ecDNA_2	PRRT3	10.702253367021047	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	PRRT3-AS1	10.702253367021047	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	RAF1	10.859443871429606	None	True
5637_URINARY_TRACT	amplicon1	ecDNA_2	RPL32	13.175018960779912	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	RPUSD3	10.702253367021047	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SEC13	15.634037031823349	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SETD5	11.860428107085719	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SLC6A1	14.22028228324603	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SLC6A1-AS1	14.22028228324603	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SLC6A11	14.22028228324603	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SNORA7A	13.175018960779912	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SNORA93	13.1750189607799	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SRGAP3	13.493131438493116	3p	True
5637_URINARY_TRACT	amplicon1	ecDNA_2	SRGAP3-AS2	13.493131438493116	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SRGAP3-AS3	13.493131438493116	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SRGAP3-AS4	13.493131438493116	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	SYN2	8.38164918076778	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TADA3	10.702253367021047	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TAMM41	7.462098940744211	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TATDN2	15.634037031823349	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	THUMPD3	11.860428107085719	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	THUMPD3-AS1	11.860428107085719	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TIMP4	8.38164918076778	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TMEM40	10.859443871429606	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TPRXL	13.1750189607799	3p	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TSEN2	10.859443871429606	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	TTLL3	10.702253367021047	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	VGLL4	9.06981674175952	None	False
5637_URINARY_TRACT	amplicon1	ecDNA_2	VHL	14.613311097481517	None	True
5637_URINARY_TRACT	amplicon1	ecDNA_2	WNT7A	13.1750189607799	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	ABCA1	5.010944903054659	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	DNAJC25	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	DNAJC25-GNG10	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	ECPAS	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	GNG10	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	ITGA1	5.787943177670361	3p	False
59M_OVARY	amplicon1	Complex non-cyclic_1	LPAR1	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	LRRC37A5P	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	MUSK	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	NIPSNAP3A	5.010944903054659	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	NIPSNAP3B	5.010944903054659	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13C2	4.861618342406246	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13C3	5.010944903054637	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13C4	5.010944903054637	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13C5	5.010944903054637	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13C8	5.010944903054637	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13C9	5.010944903054659	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13D1	5.010944903054659	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR13F1	5.010944903054637	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	OR2K2	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	PELO	5.787943177670361	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	PTGR1	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	SHOC1	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	SLC44A1	5.1937087968166455	3p	False
59M_OVARY	amplicon1	Complex non-cyclic_1	UGCG	5.026092559341866	None	False
59M_OVARY	amplicon1	Complex non-cyclic_1	ZNF483	5.026092559341866	None	False
59M_OVARY	amplicon2	ecDNA_1	ATP6V1H	16.245676545447214	None	False
59M_OVARY	amplicon2	ecDNA_1	LYN	13.29202151873367	None	False
59M_OVARY	amplicon2	ecDNA_1	LYPLA1	16.245676545447214	None	False
59M_OVARY	amplicon2	ecDNA_1	MRPL15	15.129375054052778	None	False
59M_OVARY	amplicon2	ecDNA_1	NPBWR1	15.460240234772812	None	False
59M_OVARY	amplicon2	ecDNA_1	OPRK1	15.460240234772812	None	False
59M_OVARY	amplicon2	ecDNA_1	RB1CC1	17.173067397313527	3p	False
59M_OVARY	amplicon2	ecDNA_1	RGS20	16.245676545447214	None	False
59M_OVARY	amplicon2	ecDNA_1	RNU105C	15.129375054052778	None	False
59M_OVARY	amplicon2	ecDNA_1	RP1	13.29202151873367	None	False
59M_OVARY	amplicon2	ecDNA_1	SBF1P1	13.29202151873367	None	False
59M_OVARY	amplicon2	ecDNA_1	SNORA1B	13.29202151873367	None	False
59M_OVARY	amplicon2	ecDNA_1	SOX17	15.129375054052778	None	False
59M_OVARY	amplicon2	ecDNA_1	TCEA1	16.245676545447214	None	True
59M_OVARY	amplicon2	ecDNA_1	TGS1	13.29202151873367	None	False
59M_OVARY	amplicon2	ecDNA_1	TMEM68	13.29202151873367	None	False
59M_OVARY	amplicon2	ecDNA_1	XKR4	13.29202151873367	None	False
59M_OVARY	amplicon2	ecDNA_2	MTSS1	9.428610587901861	None	False
59M_OVARY	amplicon2	ecDNA_2	NDUFB9	9.428610587901861	None	False
59M_OVARY	amplicon2	ecDNA_2	NSMCE2	10.047200594780163	None	False
59M_OVARY	amplicon2	ecDNA_2	RNF139	9.428610587901861	5p	False
59M_OVARY	amplicon2	ecDNA_2	SQLE	10.047200594780163	None	False
59M_OVARY	amplicon2	ecDNA_2	TATDN1	9.428610587901861	None	False
59M_OVARY	amplicon2	ecDNA_2	TRIB1	10.047200594780163	None	True
59M_OVARY	amplicon2	ecDNA_2	WASHC5	10.047200594780163	None	False
59M_OVARY	amplicon2	ecDNA_2	ZNF572	10.047200594780163	None	False
59M_OVARY	amplicon2	unknown_1	AARD	7.2114659455280545	None	False
59M_OVARY	amplicon2	unknown_1	ADAM5	6.835400161075608	5p	False
59M_OVARY	amplicon2	unknown_1	ADAMTS17	7.110400040448637	None	False
59M_OVARY	amplicon2	unknown_1	AGBL1	6.656002299888972	3p	False
59M_OVARY	amplicon2	unknown_1	ALKAL1	5.749668780728918	None	False
59M_OVARY	amplicon2	unknown_1	ANK1	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	AP3M2	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	ASB7	6.507556534365053	None	False
59M_OVARY	amplicon2	unknown_1	ATP10A	4.987011873140095	3p	False
59M_OVARY	amplicon2	unknown_1	CASC11	8.935077449251988	None	False
59M_OVARY	amplicon2	unknown_1	CASC19	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	CASC21	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	CASC8	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	CCAT1	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	CCAT2	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	CCDC26	8.935077449251958	None	False
59M_OVARY	amplicon2	unknown_1	CERS3	6.507556534365056	None	False
59M_OVARY	amplicon2	unknown_1	CERS3-AS1	6.507556534365056	None	False
59M_OVARY	amplicon2	unknown_1	CHRNA6	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	CHRNB3	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	COLEC10	6.482044472895245	None	False
59M_OVARY	amplicon2	unknown_1	DKK4	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	DNM1P46	6.6261033870544646	None	False
59M_OVARY	amplicon2	unknown_1	EXT1	7.353865382862352	None	True
59M_OVARY	amplicon2	unknown_1	FAM169B	6.626103387054466	None	False
59M_OVARY	amplicon2	unknown_1	FAM49B	8.935077449251958	5p	False
59M_OVARY	amplicon2	unknown_1	FNTA	10.354035121374157	None	False
59M_OVARY	amplicon2	unknown_1	GINS4	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	GOLGA7	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	GPAT4	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	GSDMC	8.935077449251958	None	False
59M_OVARY	amplicon2	unknown_1	HGSNAT	10.354035121374157	3p	False
59M_OVARY	amplicon2	unknown_1	HOOK3	10.354035121374157	None	True
59M_OVARY	amplicon2	unknown_1	HSP90B2P	6.6261033870544646	None	False
59M_OVARY	amplicon2	unknown_1	IGF1R	6.626103387054466	None	True
59M_OVARY	amplicon2	unknown_1	IKBKB	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	IRAIN	6.626103387054466	None	False
59M_OVARY	amplicon2	unknown_1	KAT6A	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	LINS1	6.507556534365053	None	False
59M_OVARY	amplicon2	unknown_1	LRATD2	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	LRRC28	6.6261033870544646	None	False
59M_OVARY	amplicon2	unknown_1	LUNAR1	6.626103387054466	None	False
59M_OVARY	amplicon2	unknown_1	LYSMD4	6.6261033870544646	None	False
59M_OVARY	amplicon2	unknown_1	MED30	7.2114659455280545	None	False
59M_OVARY	amplicon2	unknown_1	MEF2A	6.6261033870544646	None	False
59M_OVARY	amplicon2	unknown_1	MYC	8.935077449251988	None	True
59M_OVARY	amplicon2	unknown_1	NKX6-3	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	PCAT1	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	PCAT2	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	PCMTD1	9.811990058332247	None	False
59M_OVARY	amplicon2	unknown_1	PGPEP1L	6.626103387054466	None	False
59M_OVARY	amplicon2	unknown_1	PLAT	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	POLB	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	POMK	10.354035121374157	None	False
59M_OVARY	amplicon2	unknown_1	POU5F1B	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	PRKXP1	6.507556534365056	None	False
59M_OVARY	amplicon2	unknown_1	PRNCR1	8.858615664577698	None	False
59M_OVARY	amplicon2	unknown_1	PVT1	8.935077449251988	None	True
59M_OVARY	amplicon2	unknown_1	PXDNL	5.682168542252103	3p	False
59M_OVARY	amplicon2	unknown_1	RAD21	7.2114659455280545	None	True
59M_OVARY	amplicon2	unknown_1	RAD21-AS1	7.2114659455280545	None	False
59M_OVARY	amplicon2	unknown_1	RB1CC1	17.173067397313527	5p	False
59M_OVARY	amplicon2	unknown_1	RNF170	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	SAMD12	7.353865382862352	None	False
59M_OVARY	amplicon2	unknown_1	SAMD12-AS1	6.482044472895245	None	False
59M_OVARY	amplicon2	unknown_1	SFRP1	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	SLC20A2	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	SLC30A8	7.2114659455280545	None	False
59M_OVARY	amplicon2	unknown_1	SMIM19	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	SNORD168	7.353865382862352	None	False
59M_OVARY	amplicon2	unknown_1	SNORD65B	10.697865660278547	None	False
59M_OVARY	amplicon2	unknown_1	SPATA41	6.507556534365056	None	False
59M_OVARY	amplicon2	unknown_1	SPATA8	11.339258327517884	None	False
59M_OVARY	amplicon2	unknown_1	SPATA8-AS1	11.339258327517884	None	False
59M_OVARY	amplicon2	unknown_1	SPIDR	6.473120743533117	3p	False
59M_OVARY	amplicon2	unknown_1	ST18	5.749668780728918	None	False
59M_OVARY	amplicon2	unknown_1	SYNM	6.626103387054471	None	False
59M_OVARY	amplicon2	unknown_1	THAP1	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	TMEM75	8.935077449251988	None	False
59M_OVARY	amplicon2	unknown_1	TNFRSF11B	6.482044472895245	None	False
59M_OVARY	amplicon2	unknown_1	TTC23	6.6261033870544646	None	False
59M_OVARY	amplicon2	unknown_1	VDAC3	10.697865660278538	None	False
59M_OVARY	amplicon2	unknown_1	ZMAT4	5.036375533261449	3p	False
59M_OVARY	amplicon3	Linear amplification_1	ABCC4	4.7397055073344765	5p	False
59M_OVARY	amplicon3	Linear amplification_1	DCT	4.7397055073344765	None	False
59M_OVARY	amplicon3	Linear amplification_1	GPC6	4.7397055073344765	5p	False
59M_OVARY	amplicon3	Linear amplification_1	GPC6-AS1	4.7397055073344765	None	False
59M_OVARY	amplicon3	Linear amplification_1	GPC6-AS2	4.7397055073344765	None	False
59M_OVARY	amplicon3	Linear amplification_1	GPR180	4.7397055073344765	None	False
59M_OVARY	amplicon3	Linear amplification_1	SNORD13G	4.7397055073344765	None	False
59M_OVARY	amplicon3	Linear amplification_1	SOX21	4.7397055073344765	None	False
59M_OVARY	amplicon3	Linear amplification_1	SOX21-AS1	4.7397055073344765	None	False
59M_OVARY	amplicon3	Linear amplification_1	TGDS	4.7397055073344765	None	False
59M_OVARY	amplicon4	Linear amplification_1	CCDC168	4.693523392236026	None	False
59M_OVARY	amplicon4	Linear amplification_1	FGF14	4.693523392236026	3p	False
59M_OVARY	amplicon4	Linear amplification_1	FGF14-AS1	4.693523392236026	None	False
59M_OVARY	amplicon4	Linear amplification_1	FGF14-AS2	4.693523392236026	None	False
59M_OVARY	amplicon4	Linear amplification_1	FGF14-IT1	4.693523392236026	None	False
59M_OVARY	amplicon4	Linear amplification_1	METTL21C	4.693523392236026	None	False
59M_OVARY	amplicon4	Linear amplification_1	TEX30	4.693523392236026	5p	False
59M_OVARY	amplicon4	Linear amplification_1	TPP2	4.693523392236026	None	False
8305C_THYROID	amplicon1	ecDNA_1	AHCY	25.987924878490592	3p	False
8305C_THYROID	amplicon1	ecDNA_1	DUSP26	44.56189628743522	None	True
8305C_THYROID	amplicon1	ecDNA_1	DYNLRB1	25.987924878490592	None	False
8305C_THYROID	amplicon1	ecDNA_1	FUT10	44.56189628743522	None	False
8305C_THYROID	amplicon1	ecDNA_1	ITCH	25.987924878490592	None	False
8305C_THYROID	amplicon1	ecDNA_1	MAK16	44.56189628743522	None	False
8305C_THYROID	amplicon1	ecDNA_1	MAP1LC3A	25.987924878490592	None	False
8305C_THYROID	amplicon1	ecDNA_1	PIGU	25.987924878490592	5p	True
8305C_THYROID	amplicon1	ecDNA_1	RNF122	44.56189628743522	None	False
8305C_THYROID	amplicon1	ecDNA_1	SNORD13	44.56189628743522	None	False
8305C_THYROID	amplicon1	ecDNA_1	TTI2	44.56189628743522	None	False
A101D_SKIN	amplicon1	BFB_1	AGBL3	6.0223372735198675	None	False
A101D_SKIN	amplicon1	BFB_1	AKR1B15	6.2351913931908305	5p	False
A101D_SKIN	amplicon1	BFB_1	BPGM	6.2351913931908305	None	False
A101D_SKIN	amplicon1	BFB_1	CALD1	6.2351913931908305	None	False
A101D_SKIN	amplicon2	Linear amplification_1	AIFM3	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	ARVCF	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	BCRP2	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	C22orf39	9.725368287120558	None	False
A101D_SKIN	amplicon2	Linear amplification_1	CCDC188	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	CDC45	9.725368287120558	None	False
A101D_SKIN	amplicon2	Linear amplification_1	CLDN5	9.725368287120558	None	False
A101D_SKIN	amplicon2	Linear amplification_1	CLTCL1	9.725368287120558	None	True
A101D_SKIN	amplicon2	Linear amplification_1	COMT	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	CRKL	7.768985821210741	None	True
A101D_SKIN	amplicon2	Linear amplification_1	DGCR10	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	DGCR11	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	DGCR2	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	DGCR5	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	DGCR6L	7.768985821210742	None	False
A101D_SKIN	amplicon2	Linear amplification_1	DGCR8	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	DGCR9	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	ESS2	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	FAM230B	4.9187568919291955	None	False
A101D_SKIN	amplicon2	Linear amplification_1	FAM230G	7.768985821210742	None	False
A101D_SKIN	amplicon2	Linear amplification_1	GGT2	4.9187568919291955	5p	False
A101D_SKIN	amplicon2	Linear amplification_1	GNB1L	9.725368287120556	None	False
A101D_SKIN	amplicon2	Linear amplification_1	GP1BB	9.725368287120556	None	False
A101D_SKIN	amplicon2	Linear amplification_1	GSC2	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	HIRA	9.725368287120558	None	False
A101D_SKIN	amplicon2	Linear amplification_1	KLHL22	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	LRRC74B	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	LZTR1	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	MED15	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	MRPL40	9.725368287120558	None	False
A101D_SKIN	amplicon2	Linear amplification_1	P2RX6	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	P2RX6P	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	PI4KA	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	POM121L4P	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	RANBP1	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	RTL10	7.925582817300376	None	False
A101D_SKIN	amplicon2	Linear amplification_1	RTN4R	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SCARF2	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SEPT5-GP1BB	9.725368287120556	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SEPTIN5	9.725368287120556	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SERPIND1	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SLC25A1	9.725368287120558	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SLC7A4	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SNAP29	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	SNORA77B	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	TANGO2	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	TBX1	9.725368287120556	None	False
A101D_SKIN	amplicon2	Linear amplification_1	THAP7	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	THAP7-AS1	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	TMEM191A	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	TRMT2A	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	TSSK2	7.650345725346906	None	False
A101D_SKIN	amplicon2	Linear amplification_1	TUBA3FP	7.768985821210741	None	False
A101D_SKIN	amplicon2	Linear amplification_1	TXNRD2	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	UFD1	9.725368287120558	None	False
A101D_SKIN	amplicon2	Linear amplification_1	ZDHHC8	8.350149291240719	None	False
A101D_SKIN	amplicon2	Linear amplification_1	ZNF74	7.768985821210741	None	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon1	Linear amplification_1	ATG4C	4.660959449489027	3p	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	ecDNA_1	IGLL5	8.760528875179219	None	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	ecDNA_1	TFRC	10.070882663534363	None	True
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	unknown_1	ACAP2	4.016595261200822	3p	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	unknown_1	APOD	5.540804427590615	None	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	unknown_1	MUC20	7.802049749076804	None	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	unknown_1	PPP1R2	5.540804427590615	None	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	unknown_1	SDHAP2	5.536327042790704	None	False
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	amplicon4	unknown_1	TNK2	4.435582738438363	None	False
ABC1_LUNG	amplicon1	ecDNA_1	FSTL5	5.169744120117584	3p	False
ABC1_LUNG	amplicon2	Linear amplification_1	ANKH	8.898312095603476	None	False
ABC1_LUNG	amplicon2	Linear amplification_1	DNAH5	8.898312095603476	3p	False
ABC1_LUNG	amplicon2	Linear amplification_1	OTULIN	8.898312095603476	None	False
ABC1_LUNG	amplicon2	Linear amplification_1	OTULINL	8.898312095603476	None	False
ABC1_LUNG	amplicon2	Linear amplification_1	SNORD141A	8.898312095603476	None	False
ABC1_LUNG	amplicon2	Linear amplification_1	SNORD141B	8.898312095603476	None	False
ABC1_LUNG	amplicon2	Linear amplification_1	SNORD170	8.898312095603476	None	False
ABC1_LUNG	amplicon2	Linear amplification_1	TRIO	8.898312095603476	None	True
ABC1_LUNG	amplicon3	Linear amplification_1	CDH12	8.55655343258448	3p	False
ABC1_LUNG	amplicon4	ecDNA_1	ANGPT4	9.228803797956914	None	False
ABC1_LUNG	amplicon4	ecDNA_1	C20orf202	9.228803797956914	None	False
ABC1_LUNG	amplicon4	ecDNA_1	CSNK2A1	9.228803797956914	3p	True
ABC1_LUNG	amplicon4	ecDNA_1	FAM110A	9.228803797956914	None	False
ABC1_LUNG	amplicon4	ecDNA_1	FKBP1A	9.228803797956914	None	False
ABC1_LUNG	amplicon4	ecDNA_1	FKBP1A-SDCBP2	9.228803797956914	None	False
ABC1_LUNG	amplicon4	ecDNA_1	NSFL1C	9.2288037979569	None	False
ABC1_LUNG	amplicon4	ecDNA_1	PSMF1	9.228803797956914	None	False
