List of cycle segments
Segment	1	chrX	147845465	147865895
Segment	2	chrX	147860407	147865895
Segment	3	chrX	153890842	153913948
Segment	4	chrX	153890842	154105766
Segment	5	chrX	153890842	154973483
Segment	6	chrX	153890842	156025894
Segment	7	chrX	153900900	153913948
Segment	8	chrX	153900900	154973483
Segment	9	chrX	153900900	156025894
Segment	10	chrX	153908841	153913948
Segment	11	chrX	153908841	154509241
Segment	12	chrX	153908841	154973483
Segment	13	chrX	153908841	155993423
Segment	14	chrX	153917986	154598604
Segment	15	chrX	153917986	154973483
Segment	16	chrX	153917986	155022973
Segment	17	chrX	153917986	155023254
Segment	18	chrX	153917986	155040706
Segment	19	chrX	153917986	155101225
Segment	20	chrX	153917986	155993423
Segment	21	chrX	154112284	154123253
Segment	22	chrX	154112284	154973483
Segment	23	chrX	154112284	155022973
Segment	24	chrX	154112284	155023254
Segment	25	chrX	154112284	155101225
Segment	26	chrX	154112284	155972862
Segment	27	chrX	154112284	155993423
Segment	28	chrX	154112284	156025894
Segment	29	chrX	154114800	155803598
Segment	30	chrX	154114800	156025894
Segment	31	chrX	154377943	154973483
Segment	32	chrX	154482486	154598604
Segment	33	chrX	154482486	155023459
Segment	34	chrX	154553923	155993423
Segment	35	chrX	154978416	155101225
Segment	36	chrX	155022998	156025894
Segment	37	chrX	155023259	155993423
Segment	38	chrX	155031907	155034903
Segment	39	chrX	155031907	155101225
Segment	40	chrX	155031907	155993423
Segment	41	chrX	155031907	156025894
Segment	42	chrX	155034909	155101225
Segment	43	chrX	155141945	155196536
Segment	44	chrX	155141945	155746955
Segment	45	chrX	155141945	156025894
Segment	46	chrX	155581030	156025894
Segment	47	chrX	155641461	155958212
Segment	48	chrX	155651343	155746955
Segment	49	chrX	155803593	155803598
Segment	50	chrX	155803742	155993423
Segment	51	chrX	155803742	156025894
Segment	52	chrX	155984298	155986971
Segment	53	chrX	155984298	156025894
Cycle=1;Copy_count=4.02839996173;Length=2678;IsCyclicPath=True;CycleClass=Invalid;Segments=52+,49+
Cycle=36;Copy_count=5.26847672306e-05;Length=2076628;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,5-,0+
Cycle=37;Copy_count=2.85749484422e-05;Length=2135052;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,6-,0+
Cycle=38;Copy_count=2.85749484422e-05;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=39;Copy_count=1.42874742211e-05;Length=2135052;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,6-,0+
Cycle=40;Copy_count=1.42874742211e-05;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=41;Copy_count=7.14373711054e-06;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=42;Copy_count=7.14373711054e-06;Length=3011061;IsCyclicPath=True;CycleClass=Invalid;Segments=27+,39-,15-,10+
Cycle=43;Copy_count=2.67860745681e-06;Length=1878292;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,22-,3-,0+
Cycle=44;Copy_count=2.23256482687e-06;Length=3011061;IsCyclicPath=True;CycleClass=Invalid;Segments=27+,39-,15-,10+
Cycle=45;Copy_count=4.46042629941e-07;Length=1878292;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,22-,3-,0+
Cycle=46;Copy_count=2.24197153552e-07;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=47;Copy_count=1.12098576776e-07;Length=3011061;IsCyclicPath=True;CycleClass=Invalid;Segments=27+,39-,15-,10+
Cycle=48;Copy_count=5.60492883881e-08;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=49;Copy_count=5.60492883881e-08;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=50;Copy_count=2.8024644194e-08;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=51;Copy_count=2.8024644194e-08;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=52;Copy_count=1.4012322097e-08;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=53;Copy_count=1.4012322097e-08;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=54;Copy_count=7.00616104851e-09;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=55;Copy_count=7.00616104851e-09;Length=3011061;IsCyclicPath=True;CycleClass=Invalid;Segments=27+,39-,15-,10+
Cycle=56;Copy_count=3.50308052425e-09;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=57;Copy_count=3.50308052425e-09;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=58;Copy_count=1.15140336049e-09;Length=1878292;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,22-,3-,0+
Cycle=59;Copy_count=1.15140336049e-09;Length=2076628;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,5-,0+
Cycle=60;Copy_count=6.0013690164e-10;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=61;Copy_count=3.0006845082e-10;Length=2135052;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,6-,0+
Cycle=62;Copy_count=3.0006845082e-10;Length=3209397;IsCyclicPath=True;CycleClass=Invalid;Segments=13+,39-,15-
Cycle=63;Copy_count=1.5003422541e-10;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=64;Copy_count=1.5003422541e-10;Length=3011061;IsCyclicPath=True;CycleClass=Invalid;Segments=27+,39-,15-,10+
Cycle=65;Copy_count=7.50171127051e-11;Length=1936716;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,28-,3-,0+
Cycle=66;Copy_count=7.50171127051e-11;Length=3011061;IsCyclicPath=True;CycleClass=Invalid;Segments=27+,39-,15-,10+
Cycle=67;Copy_count=2.61466699105e-11;Length=1878292;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,22-,3-,0+
Cycle=68;Copy_count=2.44352213973e-11;Length=3011061;IsCyclicPath=True;CycleClass=Invalid;Segments=27+,39-,15-,10+
Cycle=69;Copy_count=1.71144851322e-12;Length=1878292;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,22-,3-,0+
Cycle=70;Copy_count=1.71144851322e-12;Length=2952637;IsCyclicPath=True;CycleClass=Invalid;Segments=15+,39+,40-,22-,10-
Cycle=71;Copy_count=4.73291065424e-13;Length=1878292;IsCyclicPath=False;CycleClass=Invalid;Segments=0+,41-,22-,3-,0+
